source1_entity_id	matched_entity_ids
S1-117584702	S2-442111165,S2-516163035,S2-806717103,S3-751379420,S3-762948763,S3-912101830
S1-117905876	S2-67069001,S2-698421132,S3-134727586
S1-119008218	S2-574746488,S3-169664067
S1-119572870	S2-469232347,S2-516297904,S3-582209437,S3-885500504
S1-119807163	S2-70947750
S1-119952111	S2-10214792,S2-122683590,S2-526574118,S3-422225405
S1-120630528	S2-12902340,S3-25309517,S3-428648192,S3-444592654
S1-120775250	S2-105058030,S2-352607441,S2-459038369,S2-891203438,S3-61217742,S3-658260238,S3-738328936
S1-121639643	S3-174826992,S3-257924488
S1-122690605	S2-477100914,S2-625291830,S3-353565259,S3-81331514,S3-955724956
S1-122733534	S2-461938823,S2-757270950,S3-288454002,S3-793814765,S3-904076477
S1-123044933	
S1-123279797	
S1-124237025	S2-177380889
S1-125627390	S2-209176813,S3-634832082,S3-641376499
S1-125905322	S2-500847490,S2-511784550,S2-766959067,S3-889904422,S3-994766010,S3-998610575
S1-126420518	S2-671628444,S2-826350333,S3-138370308,S3-625699594
S1-126681683	S3-263801747,S3-707500867
S1-126749530	S2-67867362,S3-565128437,S3-808108278
S1-1286274	S2-242853065,S2-26845260,S2-36783629,S2-671845637
S1-129025776	
S1-129189468	S2-516307760,S2-876408160,S3-174220027,S3-415711544
S1-129606177	S2-445169033,S2-624823925,S3-144106703,S3-245221781
S1-129654072	
S1-130161681	S2-212243256,S3-305322679,S3-345452963,S3-456440986
S1-130231941	S2-230122813,S2-41262938,S2-73349537,S3-966264677
S1-130957177	S2-408866262,S3-506259467,S3-537445841,S3-585852181,S3-923212746
S1-13119483	S3-139290522,S3-792184878
S1-13194029	S2-224561182,S2-876893786,S3-777046737
S1-133050338	S2-210899844,S2-978171371,S3-283192436,S3-491438751
S1-133081790	S2-335919160,S3-116187489,S3-625614637
S1-133393847	S2-246996991,S3-79161126
S1-133479118	S2-922712876,S3-403644134,S3-493415409,S3-602673612,S3-709185163
S1-133908979	S2-689997891,S3-22321313,S3-468508289,S3-604350729,S3-815188606
S1-134316565	S2-432217514,S2-508663879,S2-970066129,S3-195558906,S3-25969919,S3-959370295
S1-135222686	S2-678124351,S2-796039826,S3-581491729,S3-627844153
S1-136481301	
S1-137261545	S3-637493473
S1-137403022	S2-654197807,S3-700752504
S1-137573948	S3-676771052
S1-138419700	S2-514031004,S2-526773465,S2-560002132
S1-13846464	S2-581084492,S2-634385021,S3-18832823,S3-563813193,S3-671770533
S1-138576801	S2-582423009,S3-225171858,S3-516999937
S1-138665556	S2-206845835,S2-24484227,S2-374165486,S2-875684365,S3-816860189
S1-138884734	S2-94284202,S2-970894931,S3-557503912
S1-138946762	S2-52041321,S2-866206588,S3-260883017,S3-509807213,S3-535488097
S1-139401572	S2-4195066,S2-546649066,S3-298983021,S3-741971330,S3-950867925
S1-139619805	S2-61253037,S2-800233585,S3-103564473,S3-320100714,S3-924358017
S1-140018104	S2-929451855,S3-182249565,S3-732621261
S1-140915305	S3-131579096,S3-922634740
S1-140990037	S2-44780066,S3-206154206
S1-141571654	S3-334009576,S3-505228358
S1-14160905	S2-319041244,S2-381248468,S3-4299029,S3-934306929
S1-142142169	S2-187410096,S2-229631194,S3-341306333
S1-143155407	S2-22369935,S3-299386778,S3-662478950,S3-784386525,S3-786734092
S1-14398230	S2-501594032,S2-718436370,S2-841982341,S3-914747719
S1-144070569	S2-375652039,S2-883397053,S3-834924358
S1-144969543	S2-197921688,S3-107624957,S3-297948353,S3-752591650,S3-809460754
S1-145443638	S2-64269070,S2-88809037,S2-954795653
S1-145490067	S2-386430024,S2-542369725,S3-230421305
S1-145562720	S2-206802660,S2-428458146,S2-649199587,S3-172008014,S3-753207574
S1-145817527	S2-468755585,S2-848533568,S3-108438252,S3-8266474
S1-146103990	S2-23425023,S2-874290829,S2-955544656,S3-705723042
S1-146760494	S2-434600535,S2-623232017,S2-863101379,S2-970080157,S3-233764758,S3-459190494,S3-573623364
S1-147180288	S2-725209107,S2-807586629,S3-363636444,S3-56538253
S1-147366289	S2-142141403,S3-545912885,S3-891208668
S1-147391148	
S1-14800692	S2-125024541,S2-790688004,S3-189381183
S1-148138991	S3-799333369,S3-832365459
S1-149095964	S2-118849206,S2-472106044,S3-914617905
S1-149175191	S2-655306966,S3-4580463
S1-149615573	S2-755076324,S2-853942812,S3-490096245,S3-67895914,S3-999522480
S1-149898575	S2-219498817,S3-933183664
S1-150030021	S2-964121223,S2-989039797,S3-852195260
S1-150634857	S2-617145887,S3-414149358,S3-525893957,S3-719441998
S1-151151625	S2-890387271,S3-939366224
S1-151798010	S2-548106148,S3-226465878,S3-341328731,S3-702172369
S1-152766449	S2-182502551,S2-339279780,S3-645689698,S3-787076181,S3-983183160
S1-153511237	S2-134772205,S2-715003565,S3-734243539
S1-15403568	
S1-154167572	S2-729527194,S3-922448418
S1-154630659	S2-614877811,S3-327532048,S3-420273690
S1-155352199	S2-360377979,S2-474580049,S3-568718116,S3-810893433
S1-155714047	S2-944837170,S3-569030469,S3-870561286
S1-155799136	S2-456416966,S2-639934596,S2-810027578,S3-344150764,S3-952412839
S1-155978888	
S1-156341291	S2-526900093,S2-574747249,S3-723440682
S1-156349246	S2-203968081,S2-271147135,S3-179922343
S1-156551048	S2-515675650,S2-820399963,S3-581792481
S1-156584505	S2-259014545,S2-783182788,S3-622838678,S3-751794571,S3-961021338
S1-15665057	S2-316305325,S2-684981557,S3-451986965
S1-156752937	S2-241367956,S2-787291562,S3-582052283
S1-156825302	S2-35915168,S2-557788330,S3-82960874
S1-156989608	S3-394533945
S1-157394856	S2-842594066,S3-145056900,S3-343815500,S3-605720347
S1-15744376	S2-713847920,S3-968939015
S1-157731220	S2-755819310,S3-235867354,S3-34073840,S3-55984273,S3-93174951
S1-158753049	S2-350396364,S2-604264016,S2-787565878,S2-988324866,S3-460996033,S3-620804920
S1-160393706	S2-869711874,S3-528894740,S3-534513182
S1-161567427	S2-537034950
S1-162510200	S2-122024988,S2-224165014,S3-27927131,S3-377042153,S3-846986651
S1-162545534	
S1-163249957	S2-31859358,S3-317047386,S3-404613688,S3-869674570
S1-163483533	S2-347360135,S2-748741168,S3-259824855,S3-293485843
S1-16352946	S2-342667365,S3-141677647,S3-188388327,S3-218099410
S1-163804964	S2-158995371,S2-892098947,S3-940841348
S1-164586919	S2-792014671,S2-863806703
S1-164615504	S3-852534575
S1-165874007	S2-614851244,S3-300181725
S1-165915863	S3-525856076,S3-690302474,S3-7033905,S3-872643255
S1-166130034	S2-167138963,S3-604306173
S1-166941639	S3-464977129,S3-523907378
S1-16771900	S2-478802552,S2-997868608,S3-451244469
S1-168656298	S3-218995476,S3-219662576,S3-97124203
S1-16896798	S3-656745455,S3-790778143,S3-984411749
S1-169471355	
S1-169564442	S3-809168811
S1-17068382	S3-864177636
S1-170746828	S2-729479118,S3-731086064
S1-170780445	S2-398840133,S2-678247241,S2-863636690,S2-941491251,S3-305505707,S3-473158793
S1-171226928	S2-518443780,S2-632375397,S2-92946079,S3-30327252,S3-564493388,S3-983818106
S1-171679630	S2-572337224,S2-851254223,S3-882840048,S3-97473035
S1-171806896	
S1-17206388	S2-551622594,S2-670117178,S2-778280401,S3-58317680,S3-838729208,S3-881501144
S1-172627624	
S1-173286870	S2-170845245,S2-846131529,S2-913024640,S3-371859587
S1-174024048	S2-172145108,S2-217652702,S3-487522124,S3-831523955
S1-174146241	S2-311455014,S2-906926745,S2-937892947,S3-531792619
S1-175157350	S2-35990836,S2-770737964,S2-873479366
S1-176326297	S3-693940993
S1-176334853	S3-870073228
S1-176616076	S2-679266499,S3-717822860,S3-841073006
S1-177244042	S3-718631310
S1-177670401	S2-662381927,S3-190753981,S3-538841442,S3-63273430
S1-178471187	S3-735508708,S3-936779821
S1-178542661	S3-838168337,S3-916848386
S1-178696524	S2-249331054,S3-685815879,S3-770706591
S1-178906804	S2-76477874,S2-774582056,S3-348313324,S3-620299914,S3-868906288
S1-179021919	S2-254095941,S2-654158679,S2-938000041,S3-557033555
S1-179030333	S2-500537857,S3-725568733,S3-914056373
S1-179360994	S2-226093538,S2-287079089,S2-289998359,S2-456923731
S1-17985643	S2-833810284,S3-159768479,S3-346268968
S1-180886306	S2-329214749,S3-151378458,S3-314666636,S3-903884125
S1-180923763	S2-765215458,S3-140566609,S3-317616865
S1-180936752	S2-244905091,S3-599966432,S3-60886413,S3-733775351
S1-181144095	S2-231643409,S2-958954350,S3-183256863,S3-356356348,S3-924013200
S1-181252930	S2-277335667,S2-540735970,S2-954749787,S3-445653459
S1-181342679	S2-808256195,S2-948383856,S3-445263155,S3-794475039,S3-952227304
S1-182026676	S2-692541918,S3-528892951,S3-994031823
S1-182445053	S2-200187818,S3-450602988,S3-76883363
S1-182633909	S2-686133106,S2-916697174,S3-178191486,S3-439965054
S1-183210851	S2-394661186,S3-41481326
S1-183878283	S2-789226248,S2-8382760,S3-363206432,S3-479556783,S3-606973969
S1-184112563	S2-654343662,S2-889585335,S3-331899040,S3-996874380
S1-184137996	S2-261336053,S2-604887916,S3-398386668,S3-532229114,S3-673093972
S1-185502834	S2-337275476,S2-446557062,S3-545244572
S1-185918861	S2-520918725,S3-863361504
S1-185964550	S2-373482826,S2-720486025
S1-186816137	S3-260452302,S3-518850793,S3-614167630
S1-187017508	S2-163114575,S2-181441088,S2-300624932,S2-921785201,S3-323586682
S1-18716924	S2-831413341,S3-654848451
S1-187570412	S3-199474833,S3-883958554,S3-897857258
S1-188070281	S2-283192300,S2-446803499,S3-600457523
S1-189418774	S2-441772945,S2-442623561,S2-509807425,S3-793499610
S1-190567859	S2-537701395,S2-674348773,S3-432857555
S1-191209328	S3-584137725
S1-191406032	S2-808920042,S2-997975063,S3-488955310
S1-19243804	S2-340730899,S3-17162077,S3-410975469,S3-481021967
S1-195080397	S2-261132122,S2-697800349,S3-221786955,S3-427100407,S3-885176570
S1-19554261	S2-239113363,S2-292785854,S2-856647291,S2-923395051,S3-217950334,S3-476955579
S1-196124805	S2-485936525,S3-528767013
S1-196221494	S2-625345251,S2-83273445,S2-91037361,S3-187892926,S3-850973238
S1-196931737	S2-663917701
S1-196987342	S2-571357378
S1-196996467	S2-175321530,S2-560475880,S3-44147483,S3-793988381
S1-197297436	S2-170560259,S2-469007465,S3-251850493,S3-270437545
S1-197541434	S3-784544002
S1-198221152	S2-132780645,S2-996482897,S3-200388459,S3-285349729
S1-198579479	S3-120529466
S1-198739579	
S1-200332639	S2-723735383,S3-203804323,S3-578457144,S3-630332799,S3-863717766,S3-988699529
S1-20093965	S3-462488507,S3-605984840,S3-644604876
S1-201570205	S2-113643742,S2-344117765,S3-320429670,S3-371659860
S1-201633051	S2-128542726,S3-842105901
S1-202958611	S2-627137037,S3-106210506,S3-801101256,S3-919777617
S1-203411397	S2-646039287,S2-87168393
S1-204351485	S2-564601054,S2-757741831,S3-899534815
S1-20459911	S2-203111692
S1-205140592	
S1-205348400	
S1-205635108	S2-166878697,S2-623575409,S3-460082517,S3-663402529
S1-206149330	S2-444995315
S1-207084028	
S1-207422081	S3-699053089,S3-756781021
S1-208693554	S2-981321382,S3-337385832,S3-956102295
S1-208825334	S2-628200834,S3-118617406,S3-274497334,S3-621370934,S3-654555013,S3-718888168
S1-208831154	S2-289436444,S2-600974031,S2-956241979,S3-687684601,S3-894165708
S1-209260214	S3-123081077,S3-547732956
S1-209364779	S2-688278357,S2-851609662,S3-705426035
S1-209655918	S2-547206995,S3-108884203,S3-464812285,S3-866245357
S1-209669739	S2-10419116,S2-510071279,S2-517008954,S3-462315460,S3-63461182,S3-893883761
S1-210092138	S2-53895382,S2-549702146,S3-225552258
S1-210766183	S2-36601118,S2-974468550,S3-144906450
S1-211899846	S2-25484976,S2-416036008,S2-634603153
S1-211926498	S2-170672136,S2-724837194,S3-21081128,S3-747364271
S1-212148787	
S1-212279400	S2-21101708,S2-632664525,S3-94904945
S1-212383601	S2-129191819,S2-39966266,S2-535620510,S2-76888722,S3-176540688,S3-732306393,S3-742754395,S3-810990001
S1-213262863	S3-28811932,S3-375187766,S3-783685362
S1-213333270	S2-559660638,S2-703885364,S2-878098302,S3-495971596,S3-735407159
S1-214121848	S2-355410206,S2-926847333,S3-153453727,S3-277384933,S3-386998082
S1-214392437	
S1-214762579	
S1-215077056	S3-881865064
S1-218425920	S2-787540067,S3-5450355
S1-219044670	S2-202030284,S2-41413440,S2-667297247,S3-436129181
S1-221908015	S2-792125371,S3-186057699,S3-780079982
S1-222238684	S2-44323907,S3-808697220,S3-844839420
S1-223166567	S2-386943518,S2-918915091,S3-277122276,S3-461024874,S3-470980091
S1-224507173	S2-239001905,S3-81239856
S1-224611858	S2-873162095,S3-315754646,S3-325728948,S3-571341807
S1-225015652	S2-10113220,S2-151952707,S2-315432336,S3-378808623,S3-779281085
S1-225260952	S2-374353048,S3-319459815,S3-448775953,S3-813701382
S1-225398001	S2-408510086,S3-965876538
S1-226211623	S2-438426216,S3-238960960
S1-226421266	S2-429250006,S2-739294539,S2-79278339,S3-371167507
S1-226517513	S2-373841164,S2-67174003,S2-721579428,S3-308726033
S1-227140303	S2-309638799,S3-868939622
S1-227176635	S2-459853652
S1-227517182	S2-288562393,S2-789052051,S2-98487827
S1-228279134	S2-133368157,S3-42225359,S3-446735375,S3-880679673
S1-228832990	S2-810853622,S3-536877223
S1-228884127	
S1-228888854	S2-601988739,S3-330191078,S3-44708806
S1-229922488	S2-167662418,S2-917888188,S3-908395907
S1-23015614	S2-745528959,S3-464035970,S3-588842108
S1-230308182	S2-432506550,S3-33708227
S1-23056032	S2-46475090,S2-857019498,S2-924125774,S3-124684006,S3-206392641,S3-422641890,S3-695933746,S3-767060428
S1-231333182	S2-97504382,S3-178837615,S3-9382461
S1-231813210	S2-471441304,S2-885349534,S3-550518742,S3-85248992,S3-865633790,S3-927160824
S1-231837050	S3-267557823,S3-687904810,S3-975124450
S1-232116162	S2-540537593,S3-802989539,S3-92821435
S1-232618668	S2-695108324,S2-838392881,S3-241254536,S3-326732669,S3-789965503
S1-232852152	
S1-233732268	S2-81683064,S3-159983557,S3-616356969
S1-23379815	S2-535897578,S2-65738138,S3-512269991,S3-607852237,S3-7735556
S1-235593041	S2-786024259,S2-888923722,S3-147795149,S3-651416022
S1-236648665	S3-184458504,S3-211012600,S3-633238425,S3-843948895
S1-238524174	S2-487194852,S2-516611250,S2-626622533,S2-838431323,S3-824138879
S1-23867217	S2-317774672,S3-481495541
S1-23933197	S2-113520380,S2-731720408,S3-397925085
S1-240318554	S2-130651480,S2-580059829,S3-35059203
S1-240637747	S2-153943935
S1-240680399	S2-515300196,S2-673688122,S3-628630368
S1-240916563	
S1-24104369	S2-253311233,S2-376530199,S3-199622391
S1-241895133	S2-7353962,S3-320756421,S3-6899024,S3-800076330
S1-242866750	S2-657658564,S2-782391804,S2-824492123
S1-24305973	S2-785078102,S3-309509394,S3-828127572,S3-940270155
S1-244018492	S2-4537989,S2-674790749,S3-252164109,S3-276576507,S3-279315455,S3-485027817
S1-244347459	S3-367642892,S3-521285769
S1-245023930	S2-129457197,S2-637111758,S2-83099065,S2-889619707,S3-345912159,S3-919954258
S1-245215825	S2-587350985
S1-245358131	
S1-245589650	S2-425399255,S2-559788627,S2-717705997,S2-948605571,S3-603266233,S3-938393232
S1-246283519	S3-332004269
S1-246430250	S2-166606349,S2-459763709,S3-377712315,S3-772969034,S3-990721765
S1-246456418	S2-578815271,S2-922027628,S3-459726169,S3-980439372
S1-247267200	S2-399323341,S2-515628895,S3-117967737,S3-28688511
S1-247273599	S3-385403853,S3-840445600,S3-90396954
S1-247284513	S2-213354246,S3-748392598
S1-24738053	S2-140307681,S2-411163658,S2-510922428,S3-215855492,S3-669138930,S3-784049370
S1-247784385	S2-651569708,S3-648436600,S3-691129561
S1-248050840	S2-114270776,S2-849630112
S1-248161353	S2-109825473,S2-599700381,S3-632105150,S3-886273758
S1-248285580	S2-456397028,S3-504116421,S3-544562149,S3-696092420
S1-248527077	S2-573444811,S2-71064316,S2-89439610,S3-58212136
S1-248766744	S3-343005656,S3-845969493
S1-24892513	S3-470811997
S1-249116846	
S1-24916373	S2-365822084,S2-399343533,S2-875337230,S3-536550820,S3-657690658
S1-249273796	S2-413776834,S3-479488494,S3-739651815
S1-249739553	S2-116530278,S2-273891353,S3-588933685,S3-715579161
S1-25057424	S2-569570321,S2-884703700,S3-183619643,S3-314388713,S3-460095443
S1-250724557	S2-519863269,S2-940147342,S3-465334759
S1-251057654	S3-518071932,S3-902123532
S1-251815069	S3-124981948,S3-345226477,S3-703095638,S3-716716240,S3-951571738
S1-252548173	S2-518274809,S3-27140576,S3-891542284
S1-253987111	S2-510030022,S2-848609433,S3-631621665
S1-254481790	S2-502338107,S3-486003608,S3-751183111,S3-880892278
S1-25495248	S2-662018117,S3-208025747,S3-856951999
S1-25566591	
S1-255705355	S2-536942691,S2-821385893,S2-90599364,S3-653229121,S3-776772734
S1-256343247	S2-765752831,S2-801231070,S2-954029008,S3-373306439,S3-83083398
S1-256472774	S2-884160339,S3-997996419
S1-256473352	S2-299767486,S2-945977726,S3-696343967,S3-756872425
S1-256521512	S2-130735238,S3-151693785,S3-403401412
S1-256545500	S2-306586521,S2-319103047,S2-439540504,S3-293578346,S3-602849417,S3-769869734
S1-256926298	S2-230166221,S2-259777365,S2-324349550,S2-599641271,S2-7320354,S3-904080473
S1-258215643	
S1-258219656	S3-422318235
S1-258548037	S2-840170197,S3-388373449,S3-664366607,S3-865503478
S1-25922331	S2-239236632,S2-261106760,S2-678260387,S2-950995604,S2-971942525,S3-590496459,S3-858280535
S1-260060664	S3-973891806
S1-260171466	S2-410785330,S2-886754701,S3-35529413,S3-445602796,S3-563409449
S1-260192298	S2-23154551,S2-562581607
S1-260728497	S2-182687095,S2-500423951,S3-129607187,S3-763811096
S1-261169281	S2-170426853,S3-773417879
S1-261790180	S2-766256986,S2-858260269,S3-435843784
S1-261857747	S2-826669148,S3-410379588,S3-711349864
S1-261931295	S2-684180120,S3-314594798,S3-565129770,S3-826309010
S1-26257270	S2-607322546,S2-902564552,S3-211210772,S3-360227409
S1-262750949	
S1-262802765	S2-22776376,S2-738682904,S2-761585822
S1-26498913	S2-295149096,S3-366731941,S3-513661152
S1-265015064	S2-932091724,S3-375330055
S1-266318854	S2-471707352,S2-496138664,S3-62929865,S3-667987402
S1-266594653	S2-336401327,S3-343710379,S3-564197511,S3-675815950
S1-26660244	S2-869575836,S3-555631053,S3-571367461,S3-831179666
S1-266692839	S2-54035524,S3-868504226
S1-266991737	S2-274985410,S2-718192649,S3-441850424
S1-268527833	S2-872227681,S3-471590006,S3-767305343
S1-268699253	S2-968059846,S3-875896478
S1-268959255	S3-171630642,S3-214991017,S3-377949029
S1-269898915	S2-149235366,S3-192723724,S3-645089329,S3-955761869
S1-270229536	S2-405278395,S3-374048728,S3-387330034,S3-911273057
S1-271828436	S2-155685116
S1-272640668	S2-471259239,S2-513453333,S2-939587496,S3-336054494,S3-497528741
S1-272721298	
S1-272849486	S2-338840014,S2-727447690,S3-134545232,S3-733171403
S1-272925563	S2-116477358,S2-655585564,S2-726205817,S3-688491363
S1-273025898	S2-195013333,S2-523125435,S2-686597654,S3-257864598,S3-568182553
S1-273190979	S2-172229317,S2-558500421,S2-985188361,S3-247807725,S3-480573333,S3-989287558
S1-27453021	S2-145496910,S2-499201356,S3-252828722,S3-5289323,S3-975815783
S1-274595093	S2-666456463,S2-950398587,S3-275458970,S3-513708876
S1-276213081	S2-395026024,S2-8448525
S1-277216309	S2-760775455,S3-581910762,S3-876425775
S1-277252427	
S1-277276936	S2-520415697,S3-184448752,S3-267861359
S1-279142402	S2-127168212,S3-132367997,S3-554751031
S1-279280299	S2-356677474,S2-978702895,S3-172331474,S3-25311329,S3-350061301,S3-771750943
S1-279706723	S2-831299862,S3-13361809,S3-355482236,S3-87823393,S3-909030119
S1-281755114	S2-932934730,S3-464853374,S3-599039537
S1-281867900	S2-687548257,S2-777886220,S3-468768379
S1-282010599	S2-221095485,S2-278476324,S2-365239630,S2-825196006,S3-965019726
S1-282295416	S2-141734634,S2-320376243,S2-858783444,S3-38666642,S3-543582133
S1-28261429	S3-100208737
S1-283001233	S2-469593125,S3-557863207,S3-769302520,S3-873169030
S1-28306142	S2-921343384
S1-283881582	S2-243591112,S3-464367148,S3-54130545,S3-621589324,S3-705559436
S1-284357691	S2-224914982,S2-957678779,S3-908962293
S1-284516393	S2-101145583,S2-17380666,S2-249455107,S2-266197882,S3-213234540,S3-710903268
S1-284614222	S2-951361305,S3-231089470,S3-456841785,S3-46539689
S1-285097507	S2-619607109,S3-522727954,S3-770199340,S3-891366228
S1-285258229	S2-722885840
S1-285451793	S2-152166487,S2-441216250,S3-799729676
S1-285470607	S2-438063940,S2-559775498,S2-794868903,S2-830263693,S2-914478345
S1-28578244	S2-77583624,S3-687143551
S1-285819412	S2-309785010,S3-195083885,S3-66869081
S1-286816578	S2-487783767,S2-809838587,S2-913086103,S3-315108034,S3-502397060
S1-287897567	S2-545661866,S2-676046748,S3-312008684
S1-288405802	S2-342955635,S2-943151928,S3-265351890
S1-288725441	S2-671473036
S1-288855596	S2-583090877,S3-281793800,S3-393295732
S1-288900645	S2-114636417,S2-474858007,S3-234036171,S3-986960950
S1-288947837	S2-667231440,S3-339506326,S3-956474226
S1-289021297	S2-746951369,S3-370885298,S3-798458615
S1-28955191	S2-540956128,S2-60599118,S3-480643896
S1-290730613	S2-552266469,S2-674414977
S1-291654549	S2-454835742,S3-90360043
S1-292684571	S2-627958031,S2-76303055
S1-292735893	S2-570532827,S2-636289803,S3-365848083
S1-293371385	S2-461862023,S2-479489940,S3-574396052,S3-815106480
S1-29349535	S3-592390368
S1-293762232	
S1-295177261	
S1-295284011	S2-571637551,S3-254931015,S3-304107048,S3-387471466
S1-295295975	S2-529370845,S2-774939201,S3-285246752,S3-924544429
S1-295434714	S3-324635697,S3-692037198,S3-890194276
S1-296416408	S3-188551640,S3-481168873,S3-562025620,S3-588175833
S1-297328651	S2-418828958,S2-574880663,S3-218596687
S1-29749013	S3-373344595
S1-29789193	S2-566876450,S3-519063439,S3-732871522
S1-297941603	S2-686100511,S2-944309335,S2-970123299,S3-187254154
S1-298207223	S2-313979221,S3-96195499
S1-298578196	S2-11544163,S2-895593447,S3-76514670,S3-970265969
S1-298601510	S3-493311960,S3-514987867,S3-562602094,S3-831622530
S1-299787574	S2-508740289,S2-537177765,S3-452006509
S1-299861722	S2-394138814,S3-511117428
S1-300869734	S2-439844706,S2-692950296,S2-971544031,S3-351681685
S1-301050317	S2-106497958,S2-858319913
S1-301364052	S2-13633064
S1-302247650	S2-640267097,S3-289282855,S3-739689314
S1-302958270	S3-182499330
S1-303638435	S2-665865187,S2-94415499,S3-727431276
S1-303931070	S2-560139104,S2-962088935,S3-290090188,S3-726313678,S3-91601333
S1-306017406	S2-305620494,S2-559843505
S1-306329056	S2-894374627,S3-444681758,S3-649160173
S1-307661923	S2-817612910,S3-283153207
S1-308953938	S2-372513088,S2-517072156,S3-410330697,S3-6788416
S1-309650476	S2-67382386,S3-30423847,S3-697655500
S1-309827824	
S1-310064063	S3-475029984
S1-310485873	S3-730402867,S3-989028814
S1-31060829	S2-319656152,S3-37796894,S3-692488476
S1-311275743	S3-297570571,S3-495470622
S1-311670803	S2-501312734,S3-190905289
S1-312235137	S3-92216014
S1-312677351	S2-211807217,S2-408994894,S2-463523896,S3-420917708
S1-31277835	S2-437821221,S2-457543941,S3-959518823
S1-313435685	S3-187765089
S1-313640079	S2-825242388,S3-890058968,S3-96073505
S1-314703917	S2-371021528,S3-548438684
S1-314821721	S2-450018755
S1-314838165	S2-164632002,S2-251771461,S2-827474087,S3-412864178
S1-315051350	S2-403202669,S3-576912861,S3-650521687
S1-315209126	
S1-315244635	S2-508510723,S3-41786908,S3-644184619
S1-315679803	S2-69086837,S3-874374352
S1-31613122	S2-159614889,S2-718235895,S3-546420374
S1-316781167	S3-418448227,S3-499449271,S3-520421006,S3-592755744,S3-720674110
S1-317605239	S2-588293043,S3-764085500,S3-764614790
S1-317851611	
S1-318096834	S2-285337739
S1-319412314	S2-327588732,S2-465615305,S3-575920137,S3-589716650
S1-319803773	S2-673526407,S3-69841852
S1-320857877	S2-740557261,S3-685882432
S1-321086402	
S1-321285349	S2-350464129,S2-603216500,S3-480765401,S3-688376926
S1-321332435	
S1-321691832	S2-61067579,S2-662465096,S2-787174381,S2-962129995,S3-18656005,S3-208495790,S3-866935857
S1-321710048	S2-301474787,S2-929761982,S3-376773116,S3-883891598
S1-321818285	S2-125937692,S2-155464190,S2-221477896,S2-825953048,S2-971391405,S3-276543174,S3-363043711
S1-321904255	S2-746141520,S2-783624944,S2-905439397,S3-671969590,S3-836761725
S1-322670554	S2-308602208,S2-64693025,S2-915707084,S3-266787162
S1-322870263	S3-682161839
S1-323413520	S2-35619615,S2-827533200,S2-970197231,S3-534219839,S3-668713277,S3-91452067
S1-323766674	S2-393380220,S2-530402060,S3-214377562
S1-324263302	S3-343897325,S3-557993817,S3-916859486
S1-325182538	S2-709516102,S2-795592465,S2-978692266
S1-326313319	S2-961198992
S1-326464164	S2-244938626,S3-441282771
S1-326573634	S2-791260102,S3-120108608,S3-818027210,S3-865988269
S1-326794764	S2-659220721,S3-155268729
