source1_entity_id	candidate_entity_ids
S1-196221494	S2-109682928,S2-112069360,S2-115725469,S2-13429671,S2-134765887,S2-14788693,S2-158495370,S2-164018031,S2-177991796,S2-195913824,S2-202175753,S2-20263293,S2-218480100,S2-244182733,S2-265048848,S2-267123682,S2-27679443,S2-278698922,S2-294537105,S2-31282703,S2-334246564,S2-342524056,S2-344642642,S2-361145268,S2-387661683,S2-398780521,S2-415655336,S2-417907367,S2-421763451,S2-42276965,S2-425759110,S2-453686519,S2-485221304,S2-494863271,S2-50027423,S2-501807440,S2-582158874,S2-600664486,S2-615199630,S2-625345251,S2-652400841,S2-668093983,S2-689996528,S2-700708794,S2-703859990,S2-712054403,S2-724970195,S2-730166985,S2-739145929,S2-754362165,S2-76421233,S2-767457339,S2-790106611,S2-801263734,S2-816287935,S2-83273445,S2-850103522,S2-865902250,S2-868178576,S2-887715529,S2-89416460,S2-91037361,S2-914286662,S2-925185246,S2-927357045,S2-936717114,S2-945065250,S2-96992274,S2-976083046,S2-977326049,S2-987053193,S2-99518040,S2-995558437,S3-110736770,S3-119607452,S3-120014507,S3-187892926,S3-215409399,S3-2266277,S3-259700643,S3-285751584,S3-292149729,S3-306249622,S3-312854655,S3-315482795,S3-323509259,S3-339577753,S3-357537713,S3-362535181,S3-378243043,S3-384091839,S3-408846281,S3-456445294,S3-469647615,S3-476889360,S3-478021893,S3-478696638,S3-523326966,S3-529920274,S3-545788375,S3-545950588,S3-548325252,S3-553964288,S3-573077469,S3-607009031,S3-607446397,S3-638683107,S3-655752115,S3-666332018,S3-668177907,S3-68285725,S3-702364033,S3-704504348,S3-711773391,S3-712358567,S3-716453170,S3-716571828,S3-729391827,S3-732037636,S3-741301418,S3-755767118,S3-772680544,S3-776351548,S3-78453500,S3-785984817,S3-792092979,S3-809997979,S3-833923262,S3-850973238,S3-852792956,S3-859342025,S3-859779542,S3-863842117,S3-868158530,S3-871829327,S3-883792751,S3-890640055,S3-899139148,S3-912940308,S3-914657765,S3-926176856,S3-9432701,S3-968293146,S3-997060991
S1-196931737	S2-106285941,S2-110882314,S2-112365805,S2-121752358,S2-125227038,S2-152383745,S2-15931248,S2-164159591,S2-189401063,S2-193195671,S2-200932583,S2-203478626,S2-222298811,S2-23812494,S2-239562722,S2-245560761,S2-249881229,S2-253961352,S2-254056847,S2-255081685,S2-261977087,S2-270135519,S2-284325574,S2-317865998,S2-318111576,S2-321242222,S2-355050563,S2-381727448,S2-389628764,S2-39049134,S2-399914984,S2-406966845,S2-418867105,S2-42565729,S2-436665263,S2-439219075,S2-445802402,S2-458935987,S2-465022627,S2-47199545,S2-500354211,S2-503060733,S2-508028490,S2-510154134,S2-523770214,S2-536005954,S2-545151241,S2-549575632,S2-555007170,S2-564213066,S2-566232964,S2-568664164,S2-581823614,S2-586844553,S2-596579441,S2-603527942,S2-620501776,S2-623345412,S2-62702116,S2-659797853,S2-663917701,S2-671398367,S2-689807435,S2-69602653,S2-715745402,S2-730600442,S2-731028542,S2-732492172,S2-743858123,S2-744711868,S2-750962971,S2-766575899,S2-769046442,S2-770949870,S2-773903263,S2-79270699,S2-795773960,S2-803340019,S2-814269543,S2-822621409,S2-828603756,S2-836748516,S2-838708088,S2-84417274,S2-863177520,S2-873877165,S2-880601783,S2-891135052,S2-892540095,S2-908441549,S2-918534247,S2-922942675,S2-923402346,S2-926011631,S2-948624269,S2-979367617,S2-981772989,S2-986353995,S2-987414126,S2-995665862,S3-104166283,S3-106157842,S3-108940080,S3-113501434,S3-118975643,S3-12604626,S3-143400815,S3-152747076,S3-188268413,S3-202823241,S3-205648554,S3-210004734,S3-213299502,S3-215990380,S3-230718595,S3-247637946,S3-251551706,S3-251596995,S3-256963860,S3-27713348,S3-280090121,S3-285164427,S3-311019650,S3-33089859,S3-339190521,S3-345993227,S3-368136822,S3-4020188,S3-404559944,S3-40555703,S3-411286970,S3-412599139,S3-427683884,S3-429292379,S3-433883725,S3-445608036,S3-447422344,S3-449162236,S3-450535972,S3-468983621,S3-482301167,S3-505975045,S3-513880360,S3-523848683,S3-526455633,S3-543390042,S3-545122727,S3-548734993,S3-576854713,S3-600556301,S3-603426584,S3-608892662,S3-612433677,S3-634427470,S3-635728513,S3-639101993,S3-646100086,S3-647249748,S3-655560293,S3-662450829,S3-664646869,S3-670827214,S3-675027144,S3-678834874,S3-691908896,S3-693707179,S3-709744837,S3-711714592,S3-713277988,S3-729567761,S3-738585813,S3-74094530,S3-74342452,S3-755585201,S3-776783366,S3-778391512,S3-781929759,S3-819866002,S3-821219208,S3-824690799,S3-825309018,S3-826220642,S3-831712155,S3-838615025,S3-850173214,S3-855467117,S3-857377260,S3-868659009,S3-8707409,S3-888313475,S3-907131689,S3-921785476,S3-938053906,S3-946419528,S3-950255452,S3-95999663,S3-960250583,S3-971904649,S3-987061955,S3-988576104
S1-196987342	S2-101056150,S2-115970777,S2-120747592,S2-128140200,S2-130566944,S2-142452974,S2-14810344,S2-154913981,S2-169819332,S2-178034566,S2-181737978,S2-198354185,S2-207662123,S2-210684196,S2-213386429,S2-216393908,S2-227333601,S2-236185580,S2-243462047,S2-256757085,S2-261122076,S2-267160512,S2-270171438,S2-271467314,S2-271941296,S2-27866279,S2-284786213,S2-285192295,S2-295743920,S2-321899127,S2-328974877,S2-341507980,S2-342984356,S2-344762948,S2-346016756,S2-351153925,S2-351175548,S2-39124453,S2-392402859,S2-401232729,S2-40618234,S2-422437077,S2-430948391,S2-432579820,S2-438089959,S2-441377068,S2-441497936,S2-443476313,S2-452396534,S2-475038108,S2-48870332,S2-500447512,S2-504767092,S2-515845807,S2-517250095,S2-535408420,S2-539984740,S2-571357378,S2-621458324,S2-624588977,S2-626630065,S2-630877236,S2-644279536,S2-666579337,S2-667970123,S2-669572528,S2-674463329,S2-674995207,S2-694323612,S2-712803590,S2-716316370,S2-719622101,S2-723845751,S2-731196257,S2-733249665,S2-734956307,S2-735089115,S2-740372764,S2-743419266,S2-747878987,S2-749823319,S2-752683857,S2-754346723,S2-81017675,S2-823244540,S2-830424944,S2-878218986,S2-888608557,S2-898477266,S2-907242502,S2-916749222,S2-917538436,S2-928348617,S2-937064705,S2-940018986,S2-94367503,S2-978012973,S2-980600971,S2-98165631,S2-983811740,S3-104650916,S3-10822507,S3-109531518,S3-135083256,S3-142219299,S3-14265219,S3-14551875,S3-155742735,S3-170543854,S3-17140528,S3-174981907,S3-177836443,S3-18979994,S3-20283223,S3-244829438,S3-24729682,S3-263461124,S3-269059835,S3-272386888,S3-272613638,S3-275754488,S3-277011395,S3-278331484,S3-305882403,S3-309735416,S3-312233349,S3-321668424,S3-323849215,S3-338014576,S3-341385633,S3-343449531,S3-345386702,S3-348525565,S3-362440412,S3-378849138,S3-399316817,S3-402560707,S3-420751953,S3-423585144,S3-426670456,S3-435101718,S3-436412668,S3-448174998,S3-460122309,S3-463948209,S3-468452047,S3-470483650,S3-473314854,S3-478659147,S3-479883439,S3-485314275,S3-499957657,S3-513377810,S3-514427302,S3-520088921,S3-558980687,S3-564996621,S3-567271790,S3-571300296,S3-573014867,S3-576195917,S3-578411914,S3-605115619,S3-614441335,S3-616012674,S3-623200964,S3-637516328,S3-659347492,S3-669601109,S3-679440656,S3-692200290,S3-697488416,S3-707995053,S3-711188941,S3-711531621,S3-733499587,S3-742328225,S3-742884772,S3-743210916,S3-743981283,S3-771566483,S3-786665735,S3-789801375,S3-805243948,S3-808497843,S3-813835587,S3-816455707,S3-839220688,S3-842789106,S3-880028603,S3-901935939,S3-902693510,S3-902714104,S3-904932057,S3-95163804,S3-959118484,S3-964804338,S3-993748684,S3-993928237,S3-99646987
S1-196996467	S2-106928342,S2-175321530,S2-560475880,S2-809804422,S3-359654633,S3-44147483,S3-793988381,S3-830178319
S1-197297436	S2-106334507,S2-115321985,S2-117599010,S2-131857134,S2-137965444,S2-141847796,S2-158392895,S2-160870561,S2-170560259,S2-172598902,S2-179787303,S2-196755064,S2-197676380,S2-201808765,S2-220597007,S2-224669932,S2-225429679,S2-250307970,S2-25207846,S2-256121887,S2-262665087,S2-269936182,S2-279098593,S2-28468175,S2-286917179,S2-295147896,S2-296038754,S2-298724718,S2-305448042,S2-314294819,S2-32987006,S2-334948034,S2-335501573,S2-342065908,S2-342706088,S2-348457415,S2-354955559,S2-361967808,S2-368448966,S2-377271120,S2-379084636,S2-382210666,S2-389659526,S2-393679769,S2-399694208,S2-413417644,S2-418295003,S2-432724153,S2-434177630,S2-440639625,S2-448942269,S2-449223271,S2-469007465,S2-474043930,S2-476900394,S2-484178256,S2-484882785,S2-489792695,S2-490804293,S2-491404696,S2-499393583,S2-514980324,S2-528792926,S2-533376226,S2-53507279,S2-539119623,S2-548172027,S2-573018548,S2-62992824,S2-630361180,S2-641741629,S2-6544618,S2-688790717,S2-696320833,S2-696761080,S2-713885903,S2-739641864,S2-759477403,S2-760832362,S2-77167103,S2-796573411,S2-80083262,S2-803850701,S2-809342554,S2-810390004,S2-837642932,S2-838335274,S2-845649203,S2-903344702,S2-907003420,S2-919406863,S2-952598899,S2-956687283,S2-960724707,S2-961401085,S2-970628825,S2-976493547,S2-978703049,S2-98454166,S2-9930282,S3-116031498,S3-120569185,S3-16030613,S3-165531517,S3-169958526,S3-171568667,S3-172670138,S3-177031271,S3-187530735,S3-197122500,S3-200570912,S3-211453372,S3-211648553,S3-213671755,S3-214113604,S3-225925278,S3-23129006,S3-251850493,S3-257587804,S3-270437545,S3-274609067,S3-274945714,S3-277312427,S3-283931711,S3-285614027,S3-30951644,S3-313269103,S3-31548784,S3-316981901,S3-323377343,S3-341244951,S3-342818257,S3-343054820,S3-354424757,S3-358100604,S3-359066800,S3-362636932,S3-362708949,S3-382389205,S3-386964194,S3-390990707,S3-392419926,S3-394233959,S3-39512630,S3-396046513,S3-396366755,S3-408680783,S3-408759431,S3-422390733,S3-434355347,S3-479029449,S3-48043381,S3-495089432,S3-5074928,S3-508361870,S3-509065996,S3-524070208,S3-551351485,S3-551840018,S3-562669675,S3-56350063,S3-578279269,S3-580242827,S3-581008046,S3-596748510,S3-626173983,S3-63414433,S3-63889788,S3-644681647,S3-667262670,S3-667485933,S3-670968312,S3-67781971,S3-704700107,S3-714409846,S3-745780372,S3-748075423,S3-802229044,S3-804362234,S3-828950250,S3-8397525,S3-848294514,S3-853887736,S3-856166741,S3-867693743,S3-868458617,S3-869795555,S3-878609984,S3-882296140,S3-904603156,S3-910185561,S3-912156208,S3-914985678,S3-920851939,S3-956313203,S3-959519884,S3-960915661,S3-968593577,S3-981845520,S3-99443050
S1-197541434	S2-11412146,S2-121355667,S2-140097721,S2-14094932,S2-14114905,S2-141358714,S2-142826213,S2-157316176,S2-16708374,S2-176459919,S2-191432421,S2-227872823,S2-229398801,S2-238790731,S2-24365979,S2-299535875,S2-304830551,S2-306627634,S2-32378188,S2-353447847,S2-357148049,S2-357434081,S2-399650795,S2-434033897,S2-434411901,S2-440659740,S2-451255386,S2-451612027,S2-453486987,S2-463633529,S2-473846499,S2-495299925,S2-50194390,S2-51611702,S2-518763094,S2-52945952,S2-530279455,S2-568815903,S2-569364152,S2-579363982,S2-592241704,S2-612502407,S2-619838063,S2-629249745,S2-656832031,S2-67009605,S2-685582308,S2-699617028,S2-760362928,S2-773278659,S2-776607036,S2-778827474,S2-786019574,S2-805565739,S2-810740986,S2-814171118,S2-852093541,S2-855328456,S2-879962368,S2-887546671,S2-893334918,S2-89366673,S2-896291413,S2-902364252,S2-924789503,S2-956372939,S2-965210717,S2-97042682,S2-993968259,S3-121437235,S3-123133509,S3-125096462,S3-12924016,S3-147524544,S3-149235539,S3-169737083,S3-185538332,S3-190052695,S3-194226856,S3-198414188,S3-208034005,S3-208152988,S3-216657773,S3-218639360,S3-220347168,S3-23038279,S3-232240856,S3-234886836,S3-237660780,S3-238270013,S3-238997150,S3-242282620,S3-268126395,S3-269555622,S3-273775424,S3-281733538,S3-281921560,S3-286431165,S3-31102814,S3-319085181,S3-324444293,S3-3270190,S3-338989950,S3-346299362,S3-346872432,S3-353440065,S3-361992753,S3-365957796,S3-367934339,S3-371914843,S3-373432152,S3-378900897,S3-384955144,S3-387852446,S3-390718133,S3-391771118,S3-400568034,S3-415834736,S3-420536218,S3-429327701,S3-43046669,S3-435879814,S3-44930609,S3-450832639,S3-484958106,S3-48727766,S3-503117781,S3-538904150,S3-545666189,S3-553433049,S3-560524906,S3-572756309,S3-578151888,S3-580902018,S3-582323747,S3-600064605,S3-616903269,S3-618146840,S3-662128591,S3-672729537,S3-696367049,S3-716816621,S3-722478415,S3-725675109,S3-731125555,S3-737812960,S3-738931073,S3-763791051,S3-7645611,S3-774724087,S3-784048347,S3-784544002,S3-789650241,S3-855617579,S3-86126236,S3-865623978,S3-890483177,S3-905549447,S3-947480364,S3-9517587,S3-958946937,S3-978970499,S3-989949247
S1-198221152	S2-10114380,S2-10485153,S2-132780645,S2-159181649,S2-163746084,S2-174854965,S2-178999237,S2-193091842,S2-200922749,S2-205286690,S2-226563969,S2-251543152,S2-251624555,S2-254734579,S2-2614258,S2-280851957,S2-283012344,S2-28430516,S2-285773892,S2-304139490,S2-304892684,S2-313094123,S2-317803132,S2-323281075,S2-325776467,S2-327214630,S2-352778594,S2-355793905,S2-380573628,S2-384941772,S2-389689444,S2-399462487,S2-401872266,S2-45042445,S2-453202126,S2-458953361,S2-468638767,S2-468911751,S2-469134606,S2-504877100,S2-517019647,S2-518185574,S2-528592981,S2-555383883,S2-557889951,S2-561330516,S2-565182708,S2-58344897,S2-599454303,S2-616628903,S2-619433314,S2-621977634,S2-638485824,S2-665360082,S2-669027117,S2-676112704,S2-699739617,S2-705069625,S2-706374099,S2-732215553,S2-737169469,S2-746448527,S2-752832606,S2-783334560,S2-789459148,S2-793787262,S2-794240073,S2-805574808,S2-810451147,S2-813799105,S2-834412738,S2-841603157,S2-841784704,S2-84564426,S2-860967003,S2-868273270,S2-870842002,S2-877584958,S2-887349868,S2-918400520,S2-922594717,S2-925634002,S2-941748644,S2-952025382,S2-986038680,S2-988870717,S2-996482897,S3-100994890,S3-112659598,S3-11466624,S3-11597503,S3-124652475,S3-130442940,S3-157244201,S3-16080522,S3-162933558,S3-173528189,S3-17960256,S3-1990310,S3-200388459,S3-209854978,S3-213089352,S3-226516155,S3-231661443,S3-24490858,S3-250359388,S3-266515157,S3-267806918,S3-285349729,S3-29985409,S3-320858853,S3-326579088,S3-356706196,S3-397846696,S3-410238683,S3-413217842,S3-431884491,S3-433806722,S3-442678410,S3-447499113,S3-464319430,S3-473683512,S3-476239516,S3-476759147,S3-518925405,S3-531653633,S3-545866645,S3-546061010,S3-547792679,S3-567908658,S3-576639689,S3-60800983,S3-618545785,S3-620081184,S3-646814235,S3-65006652,S3-698512767,S3-705548626,S3-706025452,S3-709203199,S3-714027982,S3-723072330,S3-736082160,S3-736826795,S3-742870360,S3-745013370,S3-74678209,S3-747358444,S3-759587287,S3-771069485,S3-773078888,S3-774192274,S3-780527438,S3-819372260,S3-819384546,S3-842118552,S3-849812183,S3-854570465,S3-869225306,S3-873800136,S3-880513941,S3-882400038,S3-884268097,S3-901368382,S3-933385795,S3-93849621,S3-946099658,S3-948681525,S3-953602298,S3-961532159,S3-964633369,S3-965175077,S3-979953796,S3-979960161
S1-198579479	S2-121851412,S2-134380219,S2-139000433,S2-141605172,S2-149238751,S2-159002590,S2-163259827,S2-166825177,S2-171694213,S2-17205398,S2-192885416,S2-204419817,S2-205027690,S2-229080202,S2-23201135,S2-232055738,S2-252683865,S2-25365194,S2-291660254,S2-292743977,S2-293205872,S2-294368364,S2-299386147,S2-31455136,S2-317445761,S2-317682640,S2-325933900,S2-326522725,S2-341229606,S2-360259557,S2-361292303,S2-37164796,S2-371883964,S2-387597078,S2-419223527,S2-433455765,S2-435313949,S2-449665250,S2-476074339,S2-487033263,S2-487702680,S2-488743141,S2-49147003,S2-519492332,S2-521615016,S2-523914859,S2-526878063,S2-528060524,S2-528172648,S2-5553664,S2-559670511,S2-561666518,S2-563200932,S2-584866687,S2-596773404,S2-597929216,S2-60103261,S2-605087147,S2-608879380,S2-61277939,S2-618035553,S2-649454752,S2-650861468,S2-656236037,S2-665994287,S2-683351435,S2-699161351,S2-711475309,S2-74216904,S2-749265081,S2-773898535,S2-776648782,S2-786306409,S2-790480757,S2-7981971,S2-822199561,S2-856313986,S2-869512672,S2-875475843,S2-881136689,S2-882213387,S2-894815867,S2-895167134,S2-895812196,S2-897175999,S2-899956091,S2-901538805,S2-902107077,S2-907327513,S2-920630798,S2-927073903,S2-937260932,S2-939878538,S2-945233776,S2-952126925,S2-961627213,S2-964168335,S2-985393264,S2-995033880,S2-999838133,S3-100123410,S3-109888280,S3-120529466,S3-120676972,S3-122704426,S3-129235521,S3-133489634,S3-138651844,S3-149329996,S3-159906069,S3-175269028,S3-179089289,S3-187480814,S3-210140399,S3-217131906,S3-22023919,S3-238128621,S3-239743688,S3-239872884,S3-242659830,S3-246629446,S3-249685005,S3-256383817,S3-259694608,S3-260895003,S3-263382256,S3-266253589,S3-285669025,S3-286435168,S3-29409498,S3-297250851,S3-334702847,S3-348664035,S3-38259136,S3-386617853,S3-392932545,S3-405643355,S3-413292531,S3-44072521,S3-444091127,S3-450059285,S3-451153014,S3-453245475,S3-474968455,S3-478775570,S3-479175964,S3-486539225,S3-489593513,S3-493076902,S3-495329494,S3-512061557,S3-535358166,S3-57631052,S3-593447964,S3-611237911,S3-629017003,S3-629705571,S3-634205622,S3-644336287,S3-644658409,S3-674144780,S3-692207776,S3-714046616,S3-723377809,S3-72530883,S3-731020295,S3-738960842,S3-750694545,S3-753665209,S3-768523174,S3-769426978,S3-794721666,S3-812223,S3-819046810,S3-825824972,S3-830194258,S3-830870174,S3-865138696,S3-869847392,S3-879332596,S3-886358865,S3-891984383,S3-892448604,S3-89613649,S3-913935373,S3-928151263,S3-932278167,S3-939955231,S3-95718557,S3-960406848,S3-976296684,S3-988954886,S3-992377327,S3-994961552,S3-996923290
S1-198739579	S2-102770528,S2-105409563,S2-106967760,S2-114058112,S2-123922814,S2-13589933,S2-147190488,S2-219566821,S2-264959247,S2-300920504,S2-304331419,S2-392204215,S2-422830828,S2-429467441,S2-440762071,S2-513448052,S2-520194735,S2-524097711,S2-61138680,S2-614512248,S2-64141877,S2-642346869,S2-717881144,S2-753993546,S2-776593284,S2-804963055,S2-805670856,S2-825016127,S2-852393004,S2-855505364,S2-861903339,S2-872875433,S2-89366228,S2-913158429,S2-91341647,S2-925871980,S2-946345511,S2-977987061,S2-998177959,S2-998603799,S3-210061586,S3-222027659,S3-23488223,S3-321200998,S3-323760463,S3-344094125,S3-350668275,S3-356911927,S3-369852065,S3-373491505,S3-379219739,S3-386684757,S3-424193908,S3-434668541,S3-462133928,S3-477728588,S3-478543614,S3-484084253,S3-501635919,S3-53250,S3-542684145,S3-558029701,S3-624402439,S3-6755507,S3-692625303,S3-707665938,S3-770147610,S3-777547570,S3-790392809,S3-800186088,S3-807103063,S3-811254601,S3-822643691,S3-824394266,S3-825147529,S3-904284512,S3-946401359,S3-987874527,S3-992667373,S3-99678545
S1-200332639	S2-116232690,S2-135509907,S2-135715937,S2-136098978,S2-153106390,S2-16289483,S2-172510402,S2-20063423,S2-214191267,S2-216042970,S2-230285055,S2-249506410,S2-267404747,S2-267687857,S2-276812656,S2-278685081,S2-294291894,S2-313130125,S2-322572247,S2-328286085,S2-330831610,S2-332753503,S2-340648473,S2-364119274,S2-365579719,S2-395459450,S2-408061142,S2-429948844,S2-436101863,S2-440619741,S2-45063637,S2-462731521,S2-473062238,S2-477340874,S2-494608576,S2-495133821,S2-497761453,S2-504635883,S2-516944794,S2-518525154,S2-520183993,S2-523414820,S2-528975143,S2-543936398,S2-552366325,S2-56615637,S2-579146870,S2-608351429,S2-624317267,S2-647708749,S2-667270684,S2-670400680,S2-672129144,S2-700757960,S2-706403279,S2-707664880,S2-709281541,S2-716211853,S2-720347771,S2-722256234,S2-723735383,S2-724899877,S2-734370199,S2-743494668,S2-749484241,S2-783469064,S2-821265405,S2-832822076,S2-833567422,S2-83735123,S2-839400827,S2-850840421,S2-853158745,S2-858211859,S2-861204569,S2-861520899,S2-874846423,S2-877999653,S2-878156769,S2-879660496,S2-883673285,S2-887402474,S2-894061612,S2-900094914,S2-905214071,S2-90766593,S2-914572568,S2-916682780,S2-933108226,S2-933539856,S2-946472693,S2-952066148,S2-952268627,S2-96749927,S2-968754151,S2-973332077,S2-974069070,S2-991897700,S2-997353225,S2-997404827,S3-102662564,S3-105171516,S3-124306505,S3-131466330,S3-133314188,S3-148994286,S3-149655059,S3-151498635,S3-157134855,S3-168498428,S3-176020244,S3-190769040,S3-191340329,S3-193206455,S3-194939408,S3-19597929,S3-203804323,S3-216817204,S3-249605467,S3-307500950,S3-3082683,S3-309939297,S3-315065370,S3-316894061,S3-319042090,S3-329282128,S3-333239802,S3-355536054,S3-356825946,S3-382647560,S3-38513863,S3-38736019,S3-38929685,S3-390644699,S3-392467534,S3-419263287,S3-425587121,S3-471974436,S3-479757405,S3-483437995,S3-509519816,S3-51040018,S3-519990391,S3-536550737,S3-54138218,S3-56691197,S3-572484691,S3-578457144,S3-581757636,S3-593182207,S3-594876013,S3-598617107,S3-606049099,S3-607427706,S3-617685980,S3-630332799,S3-633534905,S3-644665523,S3-6467006,S3-654412402,S3-680729414,S3-683142431,S3-683824876,S3-705243743,S3-705868307,S3-71223419,S3-713510914,S3-721337960,S3-723123999,S3-726972027,S3-729050350,S3-754464166,S3-790343830,S3-80292777,S3-81706618,S3-823849217,S3-833894020,S3-834792314,S3-839239951,S3-840339087,S3-851631221,S3-855995742,S3-863717766,S3-874084003,S3-874615045,S3-882521499,S3-886662890,S3-91677565,S3-930043601,S3-933179385,S3-937534433,S3-940743211,S3-940853235,S3-955114742,S3-964025663,S3-966584352,S3-985611956,S3-985716123,S3-988699529,S3-997802954
S1-20093965	S2-128010458,S2-138754253,S2-252240003,S2-271551867,S2-53725153,S2-631198792,S2-653803153,S2-953433371,S2-985433491,S3-107177636,S3-10721711,S3-125871535,S3-128755918,S3-132264527,S3-160117392,S3-166825310,S3-180092681,S3-185333546,S3-191113264,S3-198618777,S3-21777059,S3-229920474,S3-23000250,S3-230580568,S3-240658972,S3-248723500,S3-254341271,S3-27434007,S3-274440916,S3-291626570,S3-29180303,S3-295167683,S3-313906293,S3-314611234,S3-341246015,S3-341531034,S3-346900895,S3-350846043,S3-355935345,S3-359579123,S3-385606141,S3-401093521,S3-401646633,S3-404973697,S3-417655744,S3-440471661,S3-455179625,S3-462488507,S3-49041862,S3-490931728,S3-495855185,S3-497084838,S3-50169074,S3-50219757,S3-516461196,S3-533670383,S3-536394700,S3-537813221,S3-539328855,S3-566678153,S3-571980057,S3-574928129,S3-577852814,S3-577910066,S3-596050008,S3-605984840,S3-624820498,S3-644604876,S3-649367240,S3-666799243,S3-67445134,S3-675956221,S3-706035137,S3-721033199,S3-729132541,S3-736112161,S3-762655288,S3-765620506,S3-773819878,S3-774278390,S3-780550602,S3-802783701,S3-815008254,S3-824448537,S3-826151366,S3-833699080,S3-839038111,S3-844684669,S3-874916203,S3-881104860,S3-88772985,S3-899307740,S3-90271232,S3-907460103,S3-908115281,S3-910167164,S3-918430367,S3-942235221,S3-944508314,S3-950348239,S3-965717801,S3-969024634,S3-971570646,S3-975824632,S3-980769191,S3-986142546,S3-987147105,S3-988084796,S3-997264984
S1-201570205	S2-100820000,S2-101458308,S2-107121946,S2-108551486,S2-112517860,S2-113643742,S2-14580479,S2-151438242,S2-182741342,S2-186702166,S2-187670815,S2-19281768,S2-200843596,S2-207563440,S2-218202589,S2-22404905,S2-226579333,S2-240707283,S2-249496859,S2-250199624,S2-250593,S2-270456010,S2-283760936,S2-287431762,S2-298537683,S2-320880720,S2-333483977,S2-337454323,S2-344117765,S2-344141402,S2-346272367,S2-361479066,S2-380574673,S2-383884908,S2-394812245,S2-403852023,S2-415136744,S2-46266077,S2-482127015,S2-494410951,S2-494601749,S2-502844153,S2-518781311,S2-546548386,S2-546913220,S2-554510629,S2-559101218,S2-563872258,S2-575408054,S2-58447475,S2-636542207,S2-652600858,S2-676143743,S2-678738016,S2-682490779,S2-696487155,S2-69911317,S2-701344526,S2-701892484,S2-709019646,S2-713192451,S2-72123954,S2-739866719,S2-752914899,S2-754392043,S2-758165951,S2-763577245,S2-764552627,S2-764767033,S2-765118586,S2-781473379,S2-790988008,S2-79276466,S2-805156896,S2-811886665,S2-82473364,S2-827672999,S2-838976821,S2-840540118,S2-860886875,S2-862262335,S2-863318318,S2-882640327,S2-887901659,S2-889156337,S2-894772572,S2-89945755,S2-901473408,S2-909642929,S2-925385015,S2-926078277,S2-931389334,S2-950107133,S2-952408699,S2-955761658,S2-956268671,S2-957995096,S2-958553112,S2-964724018,S2-992520809,S3-101141455,S3-10989220,S3-111294583,S3-112557236,S3-118073766,S3-119376959,S3-14325442,S3-166818419,S3-167952365,S3-172815799,S3-173598549,S3-187024991,S3-197036174,S3-21979751,S3-222958123,S3-248771348,S3-251828016,S3-262249758,S3-270216707,S3-272882362,S3-282011571,S3-286515637,S3-296947511,S3-302135556,S3-309477154,S3-318720980,S3-320429670,S3-327329551,S3-329853372,S3-332877277,S3-333490531,S3-360735893,S3-371124728,S3-371659860,S3-382068882,S3-384758603,S3-388007625,S3-393770134,S3-394319078,S3-395482057,S3-403133967,S3-409121895,S3-410420787,S3-424288064,S3-432415277,S3-448861000,S3-449473507,S3-466545598,S3-470683130,S3-482934019,S3-490515433,S3-491220649,S3-509773928,S3-51292042,S3-515162056,S3-520734549,S3-520975052,S3-53634759,S3-566372460,S3-573251244,S3-583747445,S3-591386606,S3-595237517,S3-607075099,S3-621859886,S3-63275806,S3-634535012,S3-651108099,S3-653252803,S3-689689156,S3-694156206,S3-697879289,S3-715839697,S3-744137893,S3-75315038,S3-757561143,S3-771254088,S3-779717259,S3-785629878,S3-804346406,S3-818626493,S3-847182145,S3-858315385,S3-869946815,S3-890897206,S3-905839269,S3-919624944,S3-920194267,S3-920885864,S3-929655279,S3-939734754,S3-941117287,S3-991706570,S3-992609422,S3-997255954,S3-997616687
